ID,Episode,Numero,Artiste,Generation,Compagnie,Sexe,Taille,Titre,Annee,Sous_unite,Featuring,Note
394,18,20,Lucy,4,Mystic Story,Gars,Groupe,Boogie man,2023,Non,Non,10.0
395,18,21,2Ne1,2,YG Entertainment,Fille,Groupe,Come back home,2014,Non,Non,10.0
396,18,22,The boyz,4,ONE HUNDRED ,Gars,Groupe,Trigger,2024,Non,Non,8.0
397,19,1,The rose,3,J&Star Entertainment,Gars,Groupe,Alive,2023,Non,Non,8.0
398,19,2,GOT the beat,4,SM Entertainment,Fille,Groupe,Step back,2022,Non,Non,6.0
399,19,3,TXT,4,BigHit Entertainment,Gars,Groupe,Everlasting shine,2020,Non,Non,6.0
400,19,4,Dreamcatcher,3,Dreamcatcher Company,Fille,Groupe,Piri,2019,Non,Non,10.0
401,19,5,Dongkiz,4,Dongyo,Gars,Groupe,Lupin,2020,Non,Non,8.0
402,19,6,Day6,3,JYP Entertainment,Gars,Groupe,Time of our life,2019,Non,Non,10.0
403,19,7,Yena,4,Waterbomb,Fille,Solo,NemoNemo,2024,Non,Non,3.0
404,19,8,8Turn,5,MNH Entertainment,Gars,Groupe,Excel,2023,Non,Non,8.0
405,19,9,Ftisland,2,FNC Entertainment,Gars,Groupe,I wish,2012,Non,Non,9.0
406,19,10,Loossemble,5,CTDE&M,Fille,Groupe,TTYL,2024,Non,Non,8.0
407,19,11,Pentagon,3,CUBE Entertainment,Gars,Groupe,Daisy,2020,Non,Non,8.0
408,19,12,Oneus,4,RBW,Gars,Groupe,Valkyrie,2019,Non,Non,10.0
409,19,13,Twice,3,JYP Entertainment,Fille,Groupe,Dance the night away,2018,Non,Non,10.0
410,19,14,Xikers,5,KQ Entertainment,Gars,Groupe,Bittersweet,2024,Non,Non,8.0
411,19,15,AleXa,4,ZB Label,Fille,Solo,Revolution,2020,Non,Non,7.0
412,19,16,BigBang,2,YG Entertainment,Gars,Groupe,This love,2009,Non,Non,6.0
413,19,17,Xdinary Heroes,4,JYP Entertainment,Gars,Groupe,Boy comics,2024,Non,Non,9.0
414,19,18,Exid,2,Banana Culture Entertainment,Fille,Groupe,I love you,2018,Non,Non,10.0
415,19,19,Enhypen,4,Belift Lab,Gars,Groupe,No doubt,2024,Non,Non,10.0
416,19,20,(G)I-dle,4,CUBE Entertainment,Fille,Groupe,Lion,2019,Non,Non,10.0
417,19,21,Lucy,4,Mystic Story,Gars,Groupe,Villain,2024,Non,Non,10.0
418,19,22,Stray Kids,4,JYP Entertainment,Gars,Groupe,Top,2020,Non,Non,8.0
419,20,1,Xdinary Heroes,4,JYP Entertainment,Gars,Groupe,Happy death day,2021,Non,Non,6.0
420,20,2,Sunmi,2,Makeus Entertainment,Fille,Solo,Siren,2018,Non,Non,8.5
421,20,3,Bus,5,TADA Labels,Gars,Groupe,Liar,2024,Non,Non,7.0
422,20,4,Uniq,3,YG Entertainment,Gars,Groupe,Eoeo,2015,Non,Non,10.0
423,20,5,Dreamcatcher,3,Dreamcatcher Company,Fille,Groupe,OODT,2023,Non,Non,8.0
424,20,6,AB6IX,4,Brand New Music,Gars,Groupe,Breathe,2019,Non,Non,10.0
425,20,7,Weekly,4,Play M Entertainment,Fille,Groupe,After school,2021,Non,Non,10.0
426,20,8,8Turn,5,MNH Entertainment,Gars,Groupe,Ru-pum pum,2023,Non,Non,7.0
427,20,9,Cnblue,2,FNC Entertainment,Gars,Groupe,Love girl,2011,Non,Non,6.0
428,20,10,Nmixx,4,JYP Entertainment,Fille,Groupe,Dice,2022,Non,Non,6.0
429,20,11,X1,4,CJ ENM,Gars,Groupe,Flash,2019,Non,Non,10.0
430,20,12,Brave Girls,3,Brave Entertainment,Fille,Groupe,Rollin',2017,Non,Non,10.0
431,20,13,Cravity,4,Starship Entertainment,Gars,Groupe,Ready or not,2023,Non,Non,7.5
432,20,14,Jackson Wang,3,Team Wang,Gars,Solo,Bullet to the heart,2019,Non,Non,9.0
433,20,15,Loona,3,BlockBerryCreative,Fille,Groupe,Why not?,2020,Non,Non,8.0
434,20,16,NCT Dream,4,SM Entertainment,Gars,Groupe,When I'm with you,2022,Non,Non,5.0
435,20,17,Stray Kids,4,JYP Entertainment,Gars,Groupe,Giant,2024,Non,Non,9.0
436,20,18,Tzuyu,3,JYP Entertainment,Fille,Solo,Run away,2024,Non,Non,6.0
437,20,19,Woodz,4,Play M Entertainment,Gars,Groupe,Drowning,2023,Non,Non,8.5
438,20,20,Twice,3,JYP Entertainment,Fille,Groupe,More & more,2020,Non,Non,9.5
439,20,21,Enhypen,4,Belift Lab,Gars,Groupe,Hey Tayo,2021,Non,Non,9.0
440,20,22,Seventeen,3,Pledis Entertainment,Gars,Groupe,Hit,2019,Non,Non,10.0
